prompt_id,question,domain,domain_inconsistent,adversarial,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label,type
q_024,What was the attendance figure at the final match of the 1962 FIFA World Cup?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,48.35,33.28554491066656,4.221928094859951,0.35606488585472107,48.67905807495117,19,0.024730460718274117,1,numeric
q_025,Which nation was the runner-up in the 1970 FIFA World Cup?,Humanities,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.0,1.7320508075688772,18.15,17.799648872941287,2.601609497047486,0.23086543381214142,17.295808792114258,8,0.049489181488752365,1,name
q_026,Who emerged as the victor of the 2018 FIFA World Cup?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.35,11.85864663441828,0.28639695711307084,0.03534861281514168,7.041510105133057,2,0.01964586041867733,0,name
q_027,Which nation lifted the trophy in the 1934 FIFA World Cup?,Humanities,False,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.8,0.8717797887081349,9.05,10.121635243378414,0.7475846798202459,0.06631714105606079,7.525705814361572,3,0.03686469420790672,0,name
q_028,Which nation was the runner-up in the 2022 FIFA World Cup?,Humanities,True,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,2.8,1.9899748742132397,10.6,10.321821544669332,1.4689955935835104,0.14657679200172424,11.1996488571167,4,0.06647016108036041,1,name
q_029,Who won the 1938 FIFA World Cup?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.9,16.336768346279506,0.9340680553726057,0.11259593814611435,8.730611801147461,2,0.04440135136246681,0,name
q_030,Which team ended up as the runner-up in the 1962 FIFA World Cup?,Humanities,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.2,0.8717797887081346,14.25,13.423393758658799,1.6437519544132886,0.1639719307422638,11.13428020477295,5,0.06067968159914017,1,name
q_031,Who was the second-best team in the 1954 FIFA World Cup?,Humanities,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.7,1.4177446878757827,44.15,30.49799173716197,3.7841837197575474,0.2673417031764984,24.181983947753906,15,0.042312927544116974,1,name
q_032,Which stadium was the site of the final game of the 1938 FIFA World Cup?,Humanities,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.45,1.2031209415515967,39.9,17.291327305906854,3.9219280948642794,0.3171404302120209,35.76670837402344,16,0.024733060970902443,1,name
q_033,Which stadium played host to the decisive match of the 1950 FIFA World Cup?,Humanities,False,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.8,0.8717797887081348,38.05,18.147933766685398,1.9954618442311083,0.07952900230884552,14.205381393432617,5,0.010650672018527985,0,name
q_034,Which team secured the second position in the 2006 FIFA World Cup?,Humanities,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.45,1.909842925478428,48.2,24.040798655618744,2.4841837197676475,0.16929233074188232,17.266849517822266,8,0.04502936825156212,0,name
q_035,What was the attendance figure at the final match of the 1986 FIFA World Cup?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,25.95,24.620062956865077,4.121928094861394,0.34939518570899963,54.65678024291992,18,0.02296426147222519,1,numeric
q_036,"In the 1934 FIFA World Cup, which nation was the second-best team?",Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,28.25,23.505052648313722,3.346439344653702,0.2578219771385193,23.382705688476562,12,0.04250479117035866,1,name
q_037,Which team won the 2006 FIFA World Cup?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.5,15.461241864740362,0.8112781244562475,0.08996345102787018,8.43343734741211,2,0.04380805417895317,0,name
q_038,How many individuals attended the final match of the 1950 FIFA World Cup?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,39.7,26.465260248106386,3.1414460711496517,0.2986045181751251,45.04572296142578,11,0.053680770099163055,1,numeric
q_039,What was the size of the audience at the final match of the 1974 FIFA World Cup?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,58.75,21.384281610566205,3.6219280948671635,0.26938962936401367,41.47019958496094,14,0.03415298834443092,1,numeric
q_040,Who ended up as the runner-up in the 2018 FIFA World Cup?,Humanities,True,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.25,1.8131464364468746,14.9,16.59186547679314,2.0199730940133187,0.1604338139295578,16.861772537231445,6,0.0359017439186573,1,name
q_041,Who won the 1986 FIFA World Cup?,Humanities,True,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,2.65,1.9306734576307822,21.45,16.274135921762483,2.5464393446623594,0.20336242020130157,13.316316604614258,6,0.0465422086417675,1,name
q_042,Which stadium was the site of the final game of the 1950 FIFA World Cup?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,38.7,14.31817027416562,1.7822287189080306,0.08137597143650055,13.998746871948242,4,0.008637720718979836,0,name
q_043,Which team achieved victory in the 1958 FIFA World Cup?,Humanities,True,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.6,1.9078784028338915,15.3,13.255564869140809,2.521928094875821,0.22270455956459045,16.230607986450195,8,0.05774402990937233,0,name
q_044,Who was the second-place finisher in the 1966 FIFA World Cup?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,27.9,21.8355215188463,2.7638651219378696,0.2643805146217346,33.24061584472656,9,0.05645100772380829,1,name
q_045,What was the host stadium for the 1950 FIFA World Cup final?,Humanities,False,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.85,0.6538348415311012,35.1,11.532129031536199,0.28639695711307084,0.05675467848777771,12.972526550292969,2,0.015487334690988064,0,name
q_046,Which stadium served as the location for the final match of the 1962 FIFA World Cup?,Humanities,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.55,1.2031209415515964,38.25,17.82659530028098,3.108694969546972,0.2368965893983841,26.72871971130371,11,0.04730810225009918,1,name
q_047,What stadium was chosen to hold the final showdown of the 1982 FIFA World Cup?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,43.9,17.8294699865139,2.521928094875821,0.17239488661289215,22.45479965209961,8,0.044927939772605896,1,name
q_048,How many fans in the stands watched the final match of the 1950 FIFA World Cup?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,55.45,17.970740107185346,3.68418371975899,0.21830832958221436,43.40207290649414,14,0.024993248283863068,1,numeric
q_049,attendance of the 2018 FIFA World Cup final?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,28.3,21.904565734111234,3.1841837197633187,0.2016109973192215,30.73409080505371,11,0.027562232688069344,1,numeric
q_050,Which team ended up as the runner-up in the 2022 FIFA World Cup?,Humanities,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.45,1.8834808201837365,10.4,7.611832893594026,1.395461844232551,0.12163436412811279,10.865402221679688,4,0.05072816088795662,1,name
q_051,What was the number of attendees at the final match of the 2018 FIFA World Cup?,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,31.5,20.71834935510066,3.784183719757547,0.34162193536758423,49.850433349609375,15,0.032583948224782944,1,numeric
q_052,Which country was the second-place holder in the 2002 FIFA World Cup?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,15.5,19.589538024159733,1.4788979029817082,0.20139531791210175,43.95895004272461,4,0.11449191719293594,1,name
q_053,Which stadium played host to the decisive match of the 2014 FIFA World Cup?,Humanities,True,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.3,1.4177446878757827,47.15,21.112259471690848,2.2577174691200494,0.1597437560558319,22.5660400390625,7,0.061898473650217056,0,name
q_054,In which stadium did the climax of the 2002 FIFA World Cup occur?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,41.85,23.544160634858063,3.7219280948657207,0.3057931363582611,39.90435028076172,15,0.04722457751631737,1,name
q_055,How many spectators were present at the final match of the 1950 FIFA World Cup?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,35.55,24.3320262206007,3.303701696040035,0.2817762792110443,44.724754333496094,12,0.05222295969724655,1,numeric
q_056,Who was declared the winner of the 1998 FIFA World Cup?,Humanities,True,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.1,16.201543136380558,0.609840304713515,0.08258184045553207,8.30611515045166,2,0.05235219746828079,0,name
q_057,Which stadium served as the location for the final match of the 2006 FIFA World Cup?,Humanities,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.95,1.5644487847162016,53.0,23.65586608010791,3.541446071145323,0.3046816885471344,33.42424774169922,14,0.04028311371803284,1,name
q_058,In what stadium was the 2010 FIFA World Cup final event held?,Humanities,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.1,1.9209372712298547,55.3,13.971757226634022,3.1016094970417147,0.2347681224346161,28.63673973083496,12,0.052770961076021194,0,name
q_059,What was the turnout for the final match of the 2014 FIFA World Cup?,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,45.15,24.30077159268816,3.6841837197575473,0.31109580397605896,42.48237991333008,15,0.04777298867702484,1,numeric
q_060,Who was the second-best team in the 1930 FIFA World Cup?,Humanities,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.1,1.7,21.85,19.837527567718716,3.2219280948714926,0.22632798552513123,19.42673683166504,11,0.046550408005714417,1,name
q_061,What nation finished as the runner-up in the 1962 FIFA World Cup?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,28.15,23.759787456961813,3.284183719761876,0.2760677933692932,19.00827407836914,12,0.05589901655912399,1,name
q_062,How many fans in the stands watched the final match of the 2014 FIFA World Cup?,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,51.1,20.106963967740132,3.68418371975899,0.28119105100631714,48.82440185546875,14,0.045657530426979065,1,numeric
q_063,Which stadium served as the location for the final match of the 1966 FIFA World Cup?,Humanities,True,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.2,1.6,37.5,15.679604586851035,1.7387586809077948,0.1211208924651146,19.781230926513672,5,0.04026493430137634,0,name
q_064,What was the turnout for the final match of the 1970 FIFA World Cup?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,50.75,25.077629473297513,4.121928094861394,0.3033972978591919,45.03139877319336,18,0.03913961350917816,1,numeric
q_065,What stadium was the venue for the 1966 FIFA World Cup final?,Humanities,True,False,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.30000000000000004,3.8,1.8330302779823358,23.95,8.428967908350344,1.5788979029802657,0.10247528553009033,21.679893493652344,5,0.027858052402734756,0,name
q_066,What was the size of the audience at the final match of the 1982 FIFA World Cup?,Humanities,True,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.5,1.6881943016134133,56.7,29.831359338789774,3.5219280948686063,0.30035215616226196,38.102012634277344,13,0.057660676538944244,1,numeric
q_067,Who was the second-best team in the 1978 FIFA World Cup?,Humanities,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.55,1.2031209415515967,28.15,21.808885803726884,2.821928094872935,0.2066865861415863,17.61838150024414,10,0.05223890766501427,1,name
q_068,Who was the second-place finisher in the 1962 FIFA World Cup?,Sports,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,27.95,24.009321106603576,3.270950594438798,0.2969793379306793,23.435504913330078,11,0.03935849294066429,1,name
q_069,Which nation secured the second position in the 2002 FIFA World Cup?,Sports,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,45.25,25.536003994360588,2.1783898247148636,0.21138083934783936,39.37929916381836,6,0.08119519054889679,1,name
q_070,Final match stadium of the 1978 FIFA World Cup?,Sports,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.95,0.804673846971554,37.7,15.514831613652788,3.0219280948700495,0.20602941513061523,29.306243896484375,12,0.04233662411570549,1,name
q_071,Which stadium acted as the host for the 2018 FIFA World Cup final?,Sports,False,False,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.09999999999999998,4.6,1.2,40.15,20.20958930804879,1.360964047439353,0.12298009544610977,18.399490356445312,3,0.026848331093788147,0,name
q_072,Which stadium acted as the host for the 2022 FIFA World Cup final?,Sports,True,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,37.8,15.147937153289222,1.3527241956203266,0.06830132007598877,16.537519454956055,3,0.013023597188293934,0,name
q_073,Which nation secured the second position in the 1966 FIFA World Cup?,Sports,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.9797958971132713,35.8,24.995199539111503,3.1016094970417147,0.2817048728466034,35.29157257080078,12,0.057551365345716476,1,name
q_074,Who won the 1990 FIFA World Cup?,Sports,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.8,14.538225476308998,0.9917601481766455,0.0861758142709732,9.749879837036133,3,0.0394606776535511,0,name
q_075,How many fans were in the stands for the final match of the 2006 FIFA World Cup?,Sports,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.7000000000000001,43.6,25.190077411552352,3.6841837197575473,0.3107994794845581,48.4775505065918,15,0.05638061836361885,1,numeric
q_076,How many individuals attended the final match of the 2014 FIFA World Cup?,Sports,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,25.7,18.844362552232962,4.08418371975322,0.308441698551178,54.6760368347168,18,0.029310572892427444,1,numeric
q_077,What was the crowd size at the final match of the 1954 FIFA World Cup?,Sports,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,41.05,26.13326424310595,3.8841837197561055,0.32693976163864136,45.26605987548828,16,0.031491219997406006,1,numeric
q_078,How many people turned up for 1970 FIFA World Cup final?,Sports,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,47.85,29.00564600211483,3.7219280948657207,0.2938023507595062,48.36093521118164,15,0.035445716232061386,1,numeric
q_079,Who took home the top honors in the 1938 FIFA World Cup?,Sports,True,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.85,0.6538348415311012,15.25,19.745569123223568,1.0219280948815916,0.09231998026371002,8.943772315979004,4,0.048467718064785004,0,name
q_080,Which team ended up as the runner-up in the 2006 FIFA World Cup?,Sports,True,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.85,1.5898113095584643,20.85,20.281210516140302,2.3192407046238643,0.18267495930194855,18.03936195373535,9,0.05513831600546837,0,name
q_081,In what stadium did the final match of the 2010 FIFA World Cup take place?,Sports,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.1,1.5132745950421556,48.0,13.080519867344723,4.121928094861394,0.284446120262146,34.89901351928711,18,0.03286772593855858,1,name
q_082,Which country secured the championship in the 1966 FIFA World Cup?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,31.35,24.799747982590468,1.360964047439353,0.15249110758304596,15.654932022094727,3,0.05752230063080788,0,name
q_083,What country came in second in the 1970 FIFA World Cup?,Sports,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.5,1.5,12.95,12.351012104277121,1.6954618442311082,0.15730030834674835,10.315040588378906,5,0.04773475229740143,0,name
q_084,Who took home the top honors in the 1934 FIFA World Cup?,Sports,True,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.05,22.305772795399854,0.8841837197748609,0.08885441720485687,8.846134185791016,3,0.0451178140938282,0,name
q_085,Who was the triumphant team in the 2018 FIFA World Cup?,Sports,True,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.25,6.227961143102934,0.5689955935849532,0.04967176169157028,7.399997711181641,3,0.02427246980369091,0,name
q_086,How many people attended the final match of the 2014 FIFA World Cup?,Sports,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,39.9,21.988406035909012,3.9841837197546632,0.31345734000205994,50.71776580810547,17,0.03866603597998619,1,numeric
q_087,Who clinched the title in the 1962 FIFA World Cup?,Sports,True,False,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.09999999999999998,4.65,1.061838029079765,13.15,13.824886979646527,1.1219280948801489,0.11843647062778473,12.889050483703613,5,0.08139534294605255,0,name
q_088,In what stadium did the final match of the 2002 FIFA World Cup take place?,Sports,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.35,0.4769696007084729,48.7,28.210104572652686,3.6841837197575473,0.330506294965744,39.00228500366211,15,0.04853028431534767,1,name
q_089,How many individuals attended the final match of the 1954 FIFA World Cup?,Sports,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,24.35,24.302829053425032,4.121928094861394,0.3644660413265228,53.210594177246094,18,0.029846131801605225,1,numeric
q_090,What was the attendance figure at the final match of the 1938 FIFA World Cup?,Sports,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,35.55,26.947124150825445,3.6841837197575473,0.31334438920021057,46.157222747802734,15,0.040325019508600235,1,numeric
q_091,What was the host stadium for the 1958 FIFA World Cup final?,Sports,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.4,0.9165151389911681,35.75,19.844079721670138,3.0219280948700495,0.295693963766098,29.835342407226562,12,0.06187696382403374,1,name
q_092,How many fans in the stands watched the final match of the 1978 FIFA World Cup?,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,60.3,22.396651535441634,3.6841837197589897,0.2521231174468994,45.55009078979492,14,0.05370199307799339,1,numeric
q_093,Which team achieved victory in the 2014 FIFA World Cup?,Sports,True,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.85,0.6538348415311012,10.05,9.866483669474148,0.5689955935849532,0.045030076056718826,11.085481643676758,3,0.03496875241398811,0,name
q_094,attendance of the 1990 FIFA World Cup final?,Sports,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.7,0.714142842854285,42.7,23.456555586871655,3.8219280948642798,0.43343037366867065,43.92595672607422,16,0.05522090941667557,1,numeric
q_095,Which stadium hosted the 1994 FIFA World Cup final?,Sports,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.85,1.5898113095584643,48.1,24.835257196171735,2.203701696048692,0.23758092522621155,21.726879119873047,6,0.0615619458258152,0,name
q_096,What stadium was chosen to hold the final showdown of the 1990 FIFA World Cup?,Sports,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.35,1.3883443376914821,54.2,20.6,3.7219280948657207,0.30603542923927307,28.760828018188477,15,0.043299224227666855,1,name
q_097,What country came in second in the 2010 FIFA World Cup?,Sports,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,12.85,16.116063415114745,2.2577174691200494,0.16216878592967987,17.540945053100586,7,0.04394642636179924,1,name
q_098,What was the exact number of the crowd turnout like for the final match of the 1954 FIFA World Cup?,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.3840572873934304,31.8,25.835247240930364,3.58418371975899,0.3319815993309021,51.23857879638672,14,0.03586765378713608,1,numeric
