row_id,label
C0008_q4_s13,1
C0008_q4_s14,1
C0008_q4_s15,0
C0009_q4_s01,1
C0009_q4_s02,1
C0009_q4_s03,1
C0009_q4_s04,1
C0009_q4_s05,0
C0009_q4_s06,1
C0009_q4_s07,1
C0009_q4_s08,1
C0009_q4_s09,1
C0009_q4_s10,1
C0009_q4_s11,1
C0009_q4_s12,1
C0009_q4_s13,0
C0009_q4_s14,1
C0009_q4_s15,1
C0010_q1_s01,1
C0010_q1_s02,0
C0010_q1_s03,1
C0010_q1_s04,0
C0010_q1_s05,1
C0010_q1_s06,1
C0010_q1_s07,1
C0010_q1_s08,0
C0010_q1_s09,0
C0010_q1_s10,1
C0010_q1_s11,1
C0010_q1_s12,0
C0010_q1_s13,1
C0010_q1_s14,0
C0010_q1_s15,0
C0011_q6_s01,1
C0011_q6_s02,1
C0011_q6_s03,1
C0011_q6_s04,1
C0011_q6_s05,1
C0011_q6_s06,1
C0011_q6_s07,1
C0011_q6_s08,1
C0011_q6_s09,1
C0011_q6_s10,1
C0011_q6_s11,0
C0011_q6_s12,1
C0011_q6_s13,1
C0011_q6_s14,1
C0011_q6_s15,1
C0012_q9_s01,0
C0012_q9_s02,0
C0012_q9_s03,1
C0012_q9_s04,0
C0012_q9_s05,1
C0012_q9_s06,1
C0012_q9_s07,0
C0012_q9_s08,1
C0012_q9_s09,1
C0012_q9_s10,1
C0012_q9_s11,0
C0012_q9_s12,1
C0012_q9_s13,0
C0012_q9_s14,1
C0012_q9_s15,1
C0013_q11_s01,1
C0013_q11_s02,1
C0013_q11_s03,1
C0013_q11_s04,1
C0013_q11_s05,1
C0013_q11_s06,1
C0013_q11_s07,1
C0013_q11_s08,1
C0013_q11_s09,1
C0013_q11_s10,1
C0013_q11_s11,1
C0013_q11_s12,1
C0013_q11_s13,1
C0013_q11_s14,1
C0013_q11_s15,1
C0014_q10_s01,1
C0014_q10_s02,1
C0014_q10_s03,0
C0014_q10_s04,1
C0014_q10_s05,1
C0014_q10_s06,0
C0014_q10_s07,1
C0014_q10_s08,0
C0014_q10_s09,1
C0014_q10_s10,1
C0014_q10_s11,1
C0014_q10_s12,1
C0014_q10_s13,0
C0014_q10_s14,1
C0014_q10_s15,1
C0015_q4_s01,0
C0015_q4_s02,0
C0015_q4_s03,0
C0015_q4_s04,0
C0015_q4_s05,0
C0015_q4_s06,0
C0015_q4_s07,0
C0015_q4_s08,0
C0015_q4_s09,0
C0015_q4_s10,0
C0015_q4_s11,0
C0015_q4_s12,0
C0015_q4_s13,0
C0015_q4_s14,0
C0015_q4_s15,0
C0016_q10_s01,1
C0016_q10_s02,0
C0016_q10_s03,1
C0016_q10_s04,1
C0016_q10_s05,0
C0016_q10_s06,0
C0016_q10_s07,0
C0016_q10_s08,0
C0016_q10_s09,0
C0016_q10_s10,0
C0016_q10_s11,1
C0016_q10_s12,0
C0016_q10_s13,1
C0016_q10_s14,0
C0016_q10_s15,1
C0017_q7_s01,1
C0017_q7_s02,1
C0017_q7_s03,1
C0017_q7_s04,1
C0017_q7_s05,1
C0017_q7_s06,1
C0017_q7_s07,1
C0017_q7_s08,1
C0017_q7_s09,1
C0017_q7_s10,1
C0017_q7_s11,1
C0017_q7_s12,1
C0017_q7_s13,1
C0017_q7_s14,1
C0017_q7_s15,1
C0018_q11_s01,1
C0018_q11_s02,1
C0018_q11_s03,1
C0018_q11_s04,1
C0018_q11_s05,1
C0018_q11_s06,1
C0018_q11_s07,1
C0018_q11_s08,1
C0018_q11_s09,1
C0018_q11_s10,1
C0018_q11_s11,1
C0018_q11_s12,1
C0018_q11_s13,1
C0018_q11_s14,1
C0018_q11_s15,1
C0019_q3_s01,0
C0019_q3_s02,1
C0019_q3_s03,0
C0019_q3_s04,1
C0019_q3_s05,0
C0019_q3_s06,0
C0019_q3_s07,1
C0019_q3_s08,1
C0019_q3_s09,0
C0019_q3_s10,1
C0019_q3_s11,1
C0019_q3_s12,1
C0019_q3_s13,1
C0019_q3_s14,1
C0019_q3_s15,1
C0020_q4_s01,0
C0020_q4_s02,0
C0020_q4_s03,0
C0020_q4_s04,0
C0020_q4_s05,0
C0020_q4_s06,0
C0020_q4_s07,0
C0020_q4_s08,0
C0020_q4_s09,0
C0020_q4_s10,0
C0020_q4_s11,0
C0020_q4_s12,0
C0020_q4_s13,0
C0020_q4_s14,0
C0020_q4_s15,0
C0021_q10_s01,0
C0021_q10_s02,0
C0021_q10_s03,1
C0021_q10_s04,0
C0021_q10_s05,0
C0021_q10_s06,0
C0021_q10_s07,0
C0021_q10_s08,0
C0021_q10_s09,0
C0021_q10_s10,0
C0021_q10_s11,0
C0021_q10_s12,0
C0021_q10_s13,0
C0021_q10_s14,0
C0021_q10_s15,1
C0022_q7_s01,1
C0022_q7_s02,1
C0022_q7_s03,1
C0022_q7_s04,1
C0022_q7_s05,1
C0022_q7_s06,1
C0022_q7_s07,1
C0022_q7_s08,0
C0022_q7_s09,1
C0022_q7_s10,1
C0022_q7_s11,1
C0022_q7_s12,1
C0022_q7_s13,1
C0022_q7_s14,1
C0022_q7_s15,1
C0023_q1_s01,1
C0023_q1_s02,1
C0023_q1_s03,1
C0023_q1_s04,1
C0023_q1_s05,1
C0023_q1_s06,1
C0023_q1_s07,1
C0023_q1_s08,1
C0023_q1_s09,1
C0023_q1_s10,1
C0023_q1_s11,1
C0023_q1_s12,1
C0023_q1_s13,1
C0023_q1_s14,1
C0023_q1_s15,1
C0024_q2_s01,1
C0024_q2_s02,1
C0024_q2_s03,1
C0024_q2_s04,0
C0024_q2_s05,1
C0024_q2_s06,1
C0024_q2_s07,1
C0024_q2_s08,1
C0024_q2_s09,1
C0024_q2_s10,1
C0024_q2_s11,1
C0024_q2_s12,1
C0024_q2_s13,1
C0024_q2_s14,1
C0024_q2_s15,1
C0025_q7_s01,1
C0025_q7_s02,1
C0025_q7_s03,1
C0025_q7_s04,1
C0025_q7_s05,1
C0025_q7_s06,1
C0025_q7_s07,1
C0025_q7_s08,1
C0025_q7_s09,1
C0025_q7_s10,1
C0025_q7_s11,1
C0025_q7_s12,1
C0025_q7_s13,1
C0025_q7_s14,1
C0025_q7_s15,1
C0026_q4_s01,1
C0026_q4_s02,1
C0026_q4_s03,1
C0026_q4_s04,1
C0026_q4_s05,1
C0026_q4_s06,1
C0026_q4_s07,1
C0026_q4_s08,1
C0026_q4_s09,1
C0026_q4_s10,1
C0026_q4_s11,1
C0026_q4_s12,1
C0026_q4_s13,1
C0026_q4_s14,1
C0026_q4_s15,1
C0027_q2_s01,1
C0027_q2_s02,1
C0027_q2_s03,1
C0027_q2_s04,1
C0027_q2_s05,1
C0027_q2_s06,1
C0027_q2_s07,1
C0027_q2_s08,1
C0027_q2_s09,1
C0027_q2_s10,1
C0027_q2_s11,1
C0027_q2_s12,1
C0027_q2_s13,1
C0027_q2_s14,1
C0027_q2_s15,1
C0028_q8_s01,0
C0028_q8_s02,0
C0028_q8_s03,0
C0028_q8_s04,0
C0028_q8_s05,0
C0028_q8_s06,0
C0028_q8_s07,0
C0028_q8_s08,0
C0028_q8_s09,0
C0028_q8_s10,0
C0028_q8_s11,1
C0028_q8_s12,0
C0028_q8_s13,0
C0028_q8_s14,0
C0028_q8_s15,0
C0029_q5_s01,0
C0029_q5_s02,0
C0029_q5_s03,0
C0029_q5_s04,0
C0029_q5_s05,0
C0029_q5_s06,0
C0029_q5_s07,0
C0029_q5_s08,0
C0029_q5_s09,0
C0029_q5_s10,0
C0029_q5_s11,0
C0029_q5_s12,0
C0029_q5_s13,0
C0029_q5_s14,0
C0029_q5_s15,0
C0030_q3_s01,0
C0030_q3_s02,1
C0030_q3_s03,1
C0030_q3_s04,1
C0030_q3_s05,1
C0030_q3_s06,1
C0030_q3_s07,1
C0030_q3_s08,1
C0030_q3_s09,1
C0030_q3_s10,1
C0030_q3_s11,0
C0030_q3_s12,1
C0030_q3_s13,1
C0030_q3_s14,1
C0030_q3_s15,1
C0031_q7_s01,1
C0031_q7_s02,1
C0031_q7_s03,1
C0031_q7_s04,1
C0031_q7_s05,1
C0031_q7_s06,1
C0031_q7_s07,1
C0031_q7_s08,1
C0031_q7_s09,1
C0031_q7_s10,1
C0031_q7_s11,1
C0031_q7_s12,1
C0031_q7_s13,1
C0031_q7_s14,1
C0031_q7_s15,1
C0032_q1_s01,0
C0032_q1_s02,0
C0032_q1_s03,0
C0032_q1_s04,1
C0032_q1_s05,0
C0032_q1_s06,0
C0032_q1_s07,1
C0032_q1_s08,1
C0032_q1_s09,1
C0032_q1_s10,1
C0032_q1_s11,0
C0032_q1_s12,1
C0032_q1_s13,0
C0032_q1_s14,1
C0032_q1_s15,0
C0033_q14_s01,1
C0033_q14_s02,1
C0033_q14_s03,1
C0033_q14_s04,1
C0033_q14_s05,0
C0033_q14_s06,1
C0033_q14_s07,1
C0033_q14_s08,0
C0033_q14_s09,1
C0033_q14_s10,1
C0033_q14_s11,0
C0033_q14_s12,1
C0033_q14_s13,0
C0033_q14_s14,0
C0033_q14_s15,1
C0034_q9_s01,1
C0034_q9_s02,1
C0034_q9_s03,1
C0034_q9_s04,1
C0034_q9_s05,1
C0034_q9_s06,1
C0034_q9_s07,1
C0034_q9_s08,1
C0034_q9_s09,1
C0034_q9_s10,1
C0034_q9_s11,1
C0034_q9_s12,1
C0034_q9_s13,1
C0034_q9_s14,1
C0034_q9_s15,1
C0035_q12_s01,1
C0035_q12_s02,1
C0035_q12_s03,1
C0035_q12_s04,1
C0035_q12_s05,1
C0035_q12_s06,1
C0035_q12_s07,1
C0035_q12_s08,1
C0035_q12_s09,1
C0035_q12_s10,1
C0035_q12_s11,1
C0035_q12_s12,1
C0035_q12_s13,1
C0035_q12_s14,1
C0035_q12_s15,1
C0036_q11_s01,0
C0036_q11_s02,0
C0036_q11_s03,0
C0036_q11_s04,1
C0036_q11_s05,0
C0036_q11_s06,1
C0036_q11_s07,0
C0036_q11_s08,1
C0036_q11_s09,1
C0036_q11_s10,0
C0036_q11_s11,1
C0036_q11_s12,0
C0036_q11_s13,0
C0036_q11_s14,0
C0036_q11_s15,0
C0037_q13_s01,1
C0037_q13_s02,1
C0037_q13_s03,1
C0037_q13_s04,1
C0037_q13_s05,1
C0037_q13_s06,1
C0037_q13_s07,1
C0037_q13_s08,1
C0037_q13_s09,1
C0037_q13_s10,1
C0037_q13_s11,1
C0037_q13_s12,1
C0037_q13_s13,1
C0037_q13_s14,1
C0037_q13_s15,1
C0038_q6_s01,0
C0038_q6_s02,0
C0038_q6_s03,0
C0038_q6_s04,0
C0038_q6_s05,0
C0038_q6_s06,0
C0038_q6_s07,0
C0038_q6_s08,0
C0038_q6_s09,0
C0038_q6_s10,0
C0038_q6_s11,0
C0038_q6_s12,0
C0038_q6_s13,0
C0038_q6_s14,0
C0038_q6_s15,0
C0039_q7_s01,0
C0039_q7_s02,0
C0039_q7_s03,0
C0039_q7_s04,0
C0039_q7_s05,0
C0039_q7_s06,0
C0039_q7_s07,0
C0039_q7_s08,0
C0039_q7_s09,0
C0039_q7_s10,0
C0039_q7_s11,0
C0039_q7_s12,0
C0039_q7_s13,0
C0039_q7_s14,0
C0039_q7_s15,0
C0040_q12_s01,0
C0040_q12_s02,0
C0040_q12_s03,0
C0040_q12_s04,0
C0040_q12_s05,0
C0040_q12_s06,0
C0040_q12_s07,0
C0040_q12_s08,0
C0040_q12_s09,0
C0040_q12_s10,1
C0040_q12_s11,0
C0040_q12_s12,0
C0040_q12_s13,0
C0040_q12_s14,0
C0040_q12_s15,0
C0041_q8_s01,1
C0041_q8_s02,1
C0041_q8_s03,1
C0041_q8_s04,1
C0041_q8_s05,1
C0041_q8_s06,1
C0041_q8_s07,1
C0041_q8_s08,1
C0041_q8_s09,1
C0041_q8_s10,1
C0041_q8_s11,1
C0041_q8_s12,1
C0041_q8_s13,1
C0041_q8_s14,1
C0041_q8_s15,1
C0042_q11_s01,1
C0042_q11_s02,1
C0042_q11_s03,1
C0042_q11_s04,1
C0042_q11_s05,1
C0042_q11_s06,1
C0042_q11_s07,1
C0042_q11_s08,1
C0042_q11_s09,1
C0042_q11_s10,1
C0042_q11_s11,1
C0042_q11_s12,1
C0042_q11_s13,1
C0042_q11_s14,1
C0042_q11_s15,1
C0043_q5_s01,1
C0043_q5_s02,1
C0043_q5_s03,1
C0043_q5_s04,1
C0043_q5_s05,1
C0043_q5_s06,1
C0043_q5_s07,1
C0043_q5_s08,1
C0043_q5_s09,1
C0043_q5_s10,1
C0043_q5_s11,1
C0043_q5_s12,1
C0043_q5_s13,1
C0043_q5_s14,1
C0043_q5_s15,1
C0044_q11_s01,0
C0044_q11_s02,1
C0044_q11_s03,1
C0044_q11_s04,1
C0044_q11_s05,1
C0044_q11_s06,1
C0044_q11_s07,0
C0044_q11_s08,1
C0044_q11_s09,0
C0044_q11_s10,1
C0044_q11_s11,1
C0044_q11_s12,1
C0044_q11_s13,1
C0044_q11_s14,1
C0044_q11_s15,1
C0045_q3_s01,1
C0045_q3_s02,1
C0045_q3_s03,1
C0045_q3_s04,1
C0045_q3_s05,1
C0045_q3_s06,1
C0045_q3_s07,1
C0045_q3_s08,1
C0045_q3_s09,1
C0045_q3_s10,1
C0045_q3_s11,1
C0045_q3_s12,1
C0045_q3_s13,1
C0045_q3_s14,1
C0045_q3_s15,1
C0046_q7_s01,1
C0046_q7_s02,1
C0046_q7_s03,1
C0046_q7_s04,0
C0046_q7_s05,1
C0046_q7_s06,1
C0046_q7_s07,0
C0046_q7_s08,1
C0046_q7_s09,1
C0046_q7_s10,1
C0046_q7_s11,1
C0046_q7_s12,0
C0046_q7_s13,1
C0046_q7_s14,0
C0046_q7_s15,0
C0047_q9_s01,1
C0047_q9_s02,1
C0047_q9_s03,1
C0047_q9_s04,1
C0047_q9_s05,1
C0047_q9_s06,1
C0047_q9_s07,1
C0047_q9_s08,1
C0047_q9_s09,1
C0047_q9_s10,1
C0047_q9_s11,1
C0047_q9_s12,1
C0047_q9_s13,1
C0047_q9_s14,1
C0047_q9_s15,1
C0048_q15_s01,1
C0048_q15_s02,1
C0048_q15_s03,1
C0048_q15_s04,1
C0048_q15_s05,1
C0048_q15_s06,1
C0048_q15_s07,1
C0048_q15_s08,1
C0048_q15_s09,1
C0048_q15_s10,1
C0048_q15_s11,1
C0048_q15_s12,1
C0048_q15_s13,1
C0048_q15_s14,1
C0048_q15_s15,1
C0049_q12_s01,0
C0049_q12_s02,0
C0049_q12_s03,0
C0049_q12_s04,0
C0049_q12_s05,1
C0049_q12_s06,0
C0049_q12_s07,0
C0049_q12_s08,0
C0049_q12_s09,0
C0049_q12_s10,0
C0049_q12_s11,0
C0049_q12_s12,0
C0049_q12_s13,0
C0049_q12_s14,1
C0049_q12_s15,0
C0050_q8_s01,1
C0050_q8_s02,1
C0050_q8_s03,0
C0050_q8_s04,0
C0050_q8_s05,1
C0050_q8_s06,0
C0050_q8_s07,0
C0050_q8_s08,1
C0050_q8_s09,1
C0050_q8_s10,1
C0050_q8_s11,1
C0050_q8_s12,1
C0050_q8_s13,1
C0050_q8_s14,0
C0050_q8_s15,1
C0051_q7_s01,1
C0051_q7_s02,1
C0051_q7_s03,1
C0051_q7_s04,1
C0051_q7_s05,1
C0051_q7_s06,1
C0051_q7_s07,1
C0051_q7_s08,1
C0051_q7_s09,1
C0051_q7_s10,1
C0051_q7_s11,1
C0051_q7_s12,1
C0051_q7_s13,1
C0051_q7_s14,1
C0051_q7_s15,1
C0052_q15_s01,0
C0052_q15_s02,1
C0052_q15_s03,1
C0052_q15_s04,1
C0052_q15_s05,1
C0052_q15_s06,1
C0052_q15_s07,0
C0052_q15_s08,1
C0052_q15_s09,1
C0052_q15_s10,0
C0052_q15_s11,1
C0052_q15_s12,1
C0052_q15_s13,1
C0052_q15_s14,1
C0052_q15_s15,1
C0053_q7_s01,1
C0053_q7_s02,1
C0053_q7_s03,1
C0053_q7_s04,1
C0053_q7_s05,1
C0053_q7_s06,1
C0053_q7_s07,1
C0053_q7_s08,1
C0053_q7_s09,1
C0053_q7_s10,1
C0053_q7_s11,1
C0053_q7_s12,1
C0053_q7_s13,1
C0053_q7_s14,1
C0053_q7_s15,1
C0054_q2_s01,0
C0054_q2_s02,1
C0054_q2_s03,1
C0054_q2_s04,1
C0054_q2_s05,0
C0054_q2_s06,1
C0054_q2_s07,1
C0054_q2_s08,1
C0054_q2_s09,1
C0054_q2_s10,1
C0054_q2_s11,1
C0054_q2_s12,1
C0054_q2_s13,1
C0054_q2_s14,1
C0054_q2_s15,1
C0055_q1_s01,1
C0055_q1_s02,1
C0055_q1_s03,1
C0055_q1_s04,1
C0055_q1_s05,1
C0055_q1_s06,1
C0055_q1_s07,1
C0055_q1_s08,1
C0055_q1_s09,1
C0055_q1_s10,1
C0055_q1_s11,1
C0055_q1_s12,1
C0055_q1_s13,1
C0055_q1_s14,1
C0055_q1_s15,1
C0056_q3_s01,1
C0056_q3_s02,1
C0056_q3_s03,1
C0056_q3_s04,1
C0056_q3_s05,1
C0056_q3_s06,1
C0056_q3_s07,1
C0056_q3_s08,1
C0056_q3_s09,1
C0056_q3_s10,1
C0056_q3_s11,1
C0056_q3_s12,1
C0056_q3_s13,1
C0056_q3_s14,1
C0056_q3_s15,1
C0057_q9_s01,0
C0057_q9_s02,0
C0057_q9_s03,0
C0057_q9_s04,1
C0057_q9_s05,0
C0057_q9_s06,0
C0057_q9_s07,1
C0057_q9_s08,0
C0057_q9_s09,0
C0057_q9_s10,0
C0057_q9_s11,0
C0057_q9_s12,0
C0057_q9_s13,1
C0057_q9_s14,1
C0057_q9_s15,0
C0058_q15_s01,1
C0058_q15_s02,1
C0058_q15_s03,1
C0058_q15_s04,1
C0058_q15_s05,0
C0058_q15_s06,1
C0058_q15_s07,1
C0058_q15_s08,1
C0058_q15_s09,1
C0058_q15_s10,1
C0058_q15_s11,1
C0058_q15_s12,1
C0058_q15_s13,1
C0058_q15_s14,1
C0058_q15_s15,1
C0059_q11_s01,1
C0059_q11_s02,1
C0059_q11_s03,1
C0059_q11_s04,1
C0059_q11_s05,1
C0059_q11_s06,1
C0059_q11_s07,1
C0059_q11_s08,1
C0059_q11_s09,1
C0059_q11_s10,1
C0059_q11_s11,1
C0059_q11_s12,1
C0059_q11_s13,1
C0059_q11_s14,1
C0059_q11_s15,1
C0060_q12_s01,1
C0060_q12_s02,0
C0060_q12_s03,0
C0060_q12_s04,0
C0060_q12_s05,0
C0060_q12_s06,0
C0060_q12_s07,1
C0060_q12_s08,0
C0060_q12_s09,0
C0060_q12_s10,0
C0060_q12_s11,0
C0060_q12_s12,1
C0060_q12_s13,0
C0060_q12_s14,0
C0060_q12_s15,1
C0061_q12_s01,1
C0061_q12_s02,1
C0061_q12_s03,1
C0061_q12_s04,1
C0061_q12_s05,1
C0061_q12_s06,1
C0061_q12_s07,1
C0061_q12_s08,1
C0061_q12_s09,1
C0061_q12_s10,1
C0061_q12_s11,1
C0061_q12_s12,1
C0061_q12_s13,1
C0061_q12_s14,1
C0061_q12_s15,1
C0062_q3_s01,1
C0062_q3_s02,1
C0062_q3_s03,1
C0062_q3_s04,0
C0062_q3_s05,0
C0062_q3_s06,1
C0062_q3_s07,0
C0062_q3_s08,1
C0062_q3_s09,0
C0062_q3_s10,1
C0062_q3_s11,1
C0062_q3_s12,0
C0062_q3_s13,1
C0062_q3_s14,0
C0062_q3_s15,0
C0063_q1_s01,0
C0063_q1_s02,0
C0063_q1_s03,0
C0063_q1_s04,0
C0063_q1_s05,0
C0063_q1_s06,0
C0063_q1_s07,0
C0063_q1_s08,0
C0063_q1_s09,0
C0063_q1_s10,0
C0063_q1_s11,0
C0063_q1_s12,0
C0063_q1_s13,0
C0063_q1_s14,0
C0063_q1_s15,0
C0064_q1_s01,1
C0064_q1_s02,0
C0064_q1_s03,0
C0064_q1_s04,0
C0064_q1_s05,0
C0064_q1_s06,0
C0064_q1_s07,0
C0064_q1_s08,1
C0064_q1_s09,0
C0064_q1_s10,0
C0064_q1_s11,0
C0064_q1_s12,0
C0064_q1_s13,0
C0064_q1_s14,0
C0064_q1_s15,1
C0065_q14_s01,1
C0065_q14_s02,1
C0065_q14_s03,1
C0065_q14_s04,1
C0065_q14_s05,1
C0065_q14_s06,1
C0065_q14_s07,1
C0065_q14_s08,1
C0065_q14_s09,1
C0065_q14_s10,1
C0065_q14_s11,1
C0065_q14_s12,1
C0065_q14_s13,1
C0065_q14_s14,1
C0065_q14_s15,1
C0066_q2_s01,1
C0066_q2_s02,1
C0066_q2_s03,1
C0066_q2_s04,1
C0066_q2_s05,1
C0066_q2_s06,1
C0066_q2_s07,1
C0066_q2_s08,1
C0066_q2_s09,1
C0066_q2_s10,1
C0066_q2_s11,1
C0066_q2_s12,1
C0066_q2_s13,1
C0066_q2_s14,1
C0066_q2_s15,1
C0067_q1_s01,1
C0067_q1_s02,1
C0067_q1_s03,1
C0067_q1_s04,1
C0067_q1_s05,1
C0067_q1_s06,1
C0067_q1_s07,1
C0067_q1_s08,1
C0067_q1_s09,1
C0067_q1_s10,1
C0067_q1_s11,1
C0067_q1_s12,1
C0067_q1_s13,1
C0067_q1_s14,1
C0067_q1_s15,1
C0068_q4_s01,1
C0068_q4_s02,1
C0068_q4_s03,1
C0068_q4_s04,1
C0068_q4_s05,1
C0068_q4_s06,1
C0068_q4_s07,1
C0068_q4_s08,1
C0068_q4_s09,1
C0068_q4_s10,1
C0068_q4_s11,1
C0068_q4_s12,1
C0068_q4_s13,1
C0068_q4_s14,1
C0068_q4_s15,1
C0069_q5_s01,1
C0069_q5_s02,1
C0069_q5_s03,1
C0069_q5_s04,1
C0069_q5_s05,1
C0069_q5_s06,1
C0069_q5_s07,1
C0069_q5_s08,1
C0069_q5_s09,1
C0069_q5_s10,1
C0069_q5_s11,1
C0069_q5_s12,1
C0069_q5_s13,1
C0069_q5_s14,1
C0069_q5_s15,1
C0070_q5_s01,1
C0070_q5_s02,1
C0070_q5_s03,1
C0070_q5_s04,1
C0070_q5_s05,1
C0070_q5_s06,1
C0070_q5_s07,1
C0070_q5_s08,1
C0070_q5_s09,1
C0070_q5_s10,1
C0070_q5_s11,1
C0070_q5_s12,1
C0070_q5_s13,1
C0070_q5_s14,1
C0070_q5_s15,1
C0071_q11_s01,1
C0071_q11_s02,1
C0071_q11_s03,1
C0071_q11_s04,1
C0071_q11_s05,1
C0071_q11_s06,1
C0071_q11_s07,1
C0071_q11_s08,1
C0071_q11_s09,1
C0071_q11_s10,1
C0071_q11_s11,1
C0071_q11_s12,1
C0071_q11_s13,1
C0071_q11_s14,1
C0071_q11_s15,1
C0072_q6_s01,0
C0072_q6_s02,1
C0072_q6_s03,0
C0072_q6_s04,0
C0072_q6_s05,0
C0072_q6_s06,0
C0072_q6_s07,1
C0072_q6_s08,0
C0072_q6_s09,0
C0072_q6_s10,0
C0072_q6_s11,0
C0072_q6_s12,0
C0072_q6_s13,0
C0072_q6_s14,0
C0072_q6_s15,0
C0073_q10_s01,1
C0073_q10_s02,1
C0073_q10_s03,1
C0073_q10_s04,1
C0073_q10_s05,1
C0073_q10_s06,1
C0073_q10_s07,1
C0073_q10_s08,1
C0073_q10_s09,0
C0073_q10_s10,1
C0073_q10_s11,1
C0073_q10_s12,1
C0073_q10_s13,0
C0073_q10_s14,1
C0073_q10_s15,1
C0074_q3_s01,1
C0074_q3_s02,1
C0074_q3_s03,1
C0074_q3_s04,1
C0074_q3_s05,1
C0074_q3_s06,1
C0074_q3_s07,1
C0074_q3_s08,1
C0074_q3_s09,1
C0074_q3_s10,1
C0074_q3_s11,1
C0074_q3_s12,1
C0074_q3_s13,1
C0074_q3_s14,1
C0074_q3_s15,1
C0075_q1_s01,0
C0075_q1_s02,0
C0075_q1_s03,0
C0075_q1_s04,0
C0075_q1_s05,0
C0075_q1_s06,0
C0075_q1_s07,0
C0075_q1_s08,0
C0075_q1_s09,0
C0075_q1_s10,0
C0075_q1_s11,0
C0075_q1_s12,0
C0075_q1_s13,0
C0075_q1_s14,0
C0075_q1_s15,0
C0076_q7_s01,1
C0076_q7_s02,1
C0076_q7_s03,1
C0076_q7_s04,1
C0076_q7_s05,1
C0076_q7_s06,1
C0076_q7_s07,1
C0076_q7_s08,1
C0076_q7_s09,1
C0076_q7_s10,1
C0076_q7_s11,1
C0076_q7_s12,1
C0076_q7_s13,1
C0076_q7_s14,1
C0076_q7_s15,1
C0077_q1_s01,1
C0077_q1_s02,1
C0077_q1_s03,1
C0077_q1_s04,1
C0077_q1_s05,1
C0077_q1_s06,0
C0077_q1_s07,1
C0077_q1_s08,1
C0077_q1_s09,1
C0077_q1_s10,1
C0077_q1_s11,0
C0077_q1_s12,1
C0077_q1_s13,1
C0077_q1_s14,0
C0077_q1_s15,0
C0078_q5_s01,1
C0078_q5_s02,1
C0078_q5_s03,0
C0078_q5_s04,1
C0078_q5_s05,1
C0078_q5_s06,1
C0078_q5_s07,1
C0078_q5_s08,1
C0078_q5_s09,1
C0078_q5_s10,0
